timestamp,total_score,base_score,bonus,interaction_bonus,bias,spot_ltp,market_regime,dte,reason
2026-08-31 10:54:15,60,50,0,0,PUT,24007.85,LOW_VOLATILITY,1,Accepted
2026-08-31 10:54:16,60,50,0,0,PUT,24005.7,LOW_VOLATILITY,1,Accepted
2026-08-31 10:54:17,60,50,0,0,PUT,24006.1,LOW_VOLATILITY,1,Accepted
2026-08-31 10:54:18,60,50,0,0,PUT,24005.85,LOW_VOLATILITY,1,Accepted
2026-08-31 10:54:19,60,50,0,0,PUT,24006.6,LOW_VOLATILITY,1,Accepted
2026-08-31 10:54:21,60,50,0,0,PUT,24005.65,LOW_VOLATILITY,1,Accepted
2026-08-31 10:54:22,60,50,0,0,PUT,24005.35,LOW_VOLATILITY,1,Accepted
2026-08-31 10:54:23,60,50,0,0,PUT,24005.5,LOW_VOLATILITY,1,Accepted
2026-08-31 10:54:24,60,50,0,0,PUT,24005.45,LOW_VOLATILITY,1,Accepted
2026-08-31 10:54:27,60,50,0,0,PUT,24006.2,LOW_VOLATILITY,1,Accepted
2026-08-31 10:54:28,60,50,0,0,PUT,24006,LOW_VOLATILITY,1,Accepted
2026-08-31 10:54:29,60,50,0,0,PUT,24006.2,LOW_VOLATILITY,1,Accepted
2026-08-31 10:54:31,60,50,0,0,PUT,24005.75,LOW_VOLATILITY,1,Accepted
2026-08-31 10:54:32,60,50,0,0,PUT,24005.8,LOW_VOLATILITY,1,Accepted
2026-08-31 10:54:33,60,50,0,0,PUT,24005.85,LOW_VOLATILITY,1,Accepted
2026-08-31 10:54:34,60,50,0,0,PUT,24005,LOW_VOLATILITY,1,Accepted
2026-08-31 10:54:35,60,50,0,0,PUT,24005,LOW_VOLATILITY,1,Accepted
2026-08-31 10:54:36,60,50,0,0,PUT,24005.8,LOW_VOLATILITY,1,Accepted
2026-08-31 10:54:37,60,50,0,0,PUT,24004.9,LOW_VOLATILITY,1,Accepted
2026-08-31 10:54:39,60,50,0,0,PUT,24004.7,LOW_VOLATILITY,1,Accepted
2026-08-31 10:54:40,60,50,0,0,PUT,24005.15,LOW_VOLATILITY,1,Accepted
2026-08-31 10:54:42,60,50,0,0,PUT,24005,LOW_VOLATILITY,1,Accepted
2026-08-31 10:54:43,60,50,0,0,PUT,24004.85,LOW_VOLATILITY,1,Accepted
2026-08-31 10:54:44,60,50,0,0,PUT,24003.55,LOW_VOLATILITY,1,Accepted
2026-08-31 10:54:45,60,50,0,0,PUT,24002.85,LOW_VOLATILITY,1,Accepted
2026-08-31 10:54:47,60,50,0,0,PUT,24003.15,LOW_VOLATILITY,1,Accepted
2026-08-31 10:54:48,60,50,0,0,PUT,24003.35,LOW_VOLATILITY,1,Accepted
2026-08-31 10:54:49,60,50,0,0,PUT,24004,LOW_VOLATILITY,1,Accepted
2026-08-31 10:54:50,60,50,0,0,PUT,24005.15,LOW_VOLATILITY,1,Accepted
2026-08-31 10:54:51,50,50,0,5,PUT,24003.4,LOW_VOLATILITY,1,Rejected
2026-08-31 10:54:52,50,50,0,5,PUT,24004.45,LOW_VOLATILITY,1,Rejected
2026-08-31 10:54:54,50,50,0,5,PUT,24003.3,LOW_VOLATILITY,1,Rejected
2026-08-31 10:54:57,50,50,0,5,PUT,24003.55,LOW_VOLATILITY,1,Rejected
2026-08-31 10:54:58,50,50,0,5,PUT,24003.85,LOW_VOLATILITY,1,Rejected
2026-08-31 10:54:59,50,50,0,5,PUT,24003.3,LOW_VOLATILITY,1,Rejected
2026-08-31 10:55:00,50,50,0,5,PUT,24002.75,LOW_VOLATILITY,1,Rejected
2026-08-31 10:55:02,50,50,0,5,PUT,24003,LOW_VOLATILITY,1,Rejected
2026-08-31 10:55:03,50,50,0,5,PUT,24002.8,LOW_VOLATILITY,1,Rejected
2026-08-31 10:55:04,50,50,0,5,PUT,24003.5,LOW_VOLATILITY,1,Rejected
2026-08-31 10:55:05,50,50,0,5,PUT,24003.5,LOW_VOLATILITY,1,Rejected
2026-08-31 10:55:07,50,50,0,5,PUT,24003.95,LOW_VOLATILITY,1,Rejected
2026-08-31 10:55:08,50,50,0,5,PUT,24003.9,LOW_VOLATILITY,1,Rejected
2026-08-31 10:55:09,50,50,0,5,PUT,24005.6,LOW_VOLATILITY,1,Rejected
2026-08-31 10:55:11,50,50,0,5,PUT,24003.05,LOW_VOLATILITY,1,Rejected
2026-08-31 10:55:14,50,50,0,5,PUT,24004.5,LOW_VOLATILITY,1,Rejected
2026-08-31 10:55:15,50,50,0,5,PUT,24004.1,LOW_VOLATILITY,1,Rejected
2026-08-31 10:55:16,50,50,0,5,PUT,24003.05,LOW_VOLATILITY,1,Rejected
2026-08-31 10:55:18,50,50,0,5,PUT,24003.4,LOW_VOLATILITY,1,Rejected
2026-08-31 10:55:19,50,50,0,5,PUT,24003.3,LOW_VOLATILITY,1,Rejected
2026-08-31 10:55:20,50,50,0,5,PUT,24003.15,LOW_VOLATILITY,1,Rejected
2026-08-31 10:55:21,50,50,0,5,PUT,24001.45,LOW_VOLATILITY,1,Rejected
2026-08-31 10:55:22,50,50,0,5,PUT,24002,LOW_VOLATILITY,1,Rejected
2026-08-31 10:55:23,50,50,0,5,PUT,24002.9,LOW_VOLATILITY,1,Rejected
2026-08-31 10:55:24,50,50,0,5,PUT,24003.2,LOW_VOLATILITY,1,Rejected
2026-08-31 10:55:26,50,50,0,5,PUT,24002.5,LOW_VOLATILITY,1,Rejected
2026-08-31 10:55:28,50,50,0,5,PUT,24002.8,LOW_VOLATILITY,1,Rejected
2026-08-31 10:55:29,50,50,0,5,PUT,24005,LOW_VOLATILITY,1,Rejected
2026-08-31 10:55:30,50,50,0,5,PUT,24002.6,LOW_VOLATILITY,1,Rejected
2026-08-31 10:55:31,50,50,0,5,PUT,24002.7,LOW_VOLATILITY,1,Rejected
2026-08-31 10:55:32,50,50,0,5,PUT,24003.65,LOW_VOLATILITY,1,Rejected
2026-08-31 10:55:33,50,50,0,5,PUT,24003,LOW_VOLATILITY,1,Rejected
2026-08-31 10:55:34,50,50,0,5,PUT,24003.45,LOW_VOLATILITY,1,Rejected
2026-08-31 10:55:36,50,50,0,5,PUT,24002.95,LOW_VOLATILITY,1,Rejected
2026-08-31 10:55:37,50,50,0,5,PUT,24003.5,LOW_VOLATILITY,1,Rejected
2026-08-31 10:55:38,50,50,0,5,PUT,24004.15,LOW_VOLATILITY,1,Rejected
2026-08-31 10:55:39,50,50,0,5,PUT,24003,LOW_VOLATILITY,1,Rejected
2026-08-31 10:55:41,50,50,0,5,PUT,24004.5,LOW_VOLATILITY,1,Rejected
2026-08-31 10:55:42,50,50,0,5,PUT,24004.95,LOW_VOLATILITY,1,Rejected
2026-08-31 10:55:44,50,50,0,5,PUT,24004.9,LOW_VOLATILITY,1,Rejected
2026-08-31 10:55:45,50,50,0,5,PUT,24004.3,LOW_VOLATILITY,1,Rejected
2026-08-31 10:55:46,50,50,0,5,PUT,24004.55,LOW_VOLATILITY,1,Rejected
2026-08-31 10:55:47,50,50,0,5,PUT,24005.7,LOW_VOLATILITY,1,Rejected
2026-08-31 10:55:48,50,50,0,5,PUT,24004.35,LOW_VOLATILITY,1,Rejected
2026-08-31 10:55:49,50,50,0,5,PUT,24004.55,LOW_VOLATILITY,1,Rejected
2026-08-31 10:55:50,50,50,0,5,PUT,24005.15,LOW_VOLATILITY,1,Rejected
2026-08-31 10:55:51,60,50,0,0,PUT,24004,LOW_VOLATILITY,1,Accepted
2026-08-31 10:55:53,60,50,0,0,PUT,24003.25,LOW_VOLATILITY,1,Accepted
2026-08-31 10:55:54,60,50,0,0,PUT,24003.4,LOW_VOLATILITY,1,Accepted
2026-08-31 10:55:56,60,50,0,0,PUT,24005.15,LOW_VOLATILITY,1,Accepted
2026-08-31 10:55:58,60,50,0,0,PUT,24005.15,LOW_VOLATILITY,1,Accepted
2026-08-31 10:55:59,60,50,0,0,PUT,24006.3,LOW_VOLATILITY,1,Accepted
2026-08-31 10:56:00,60,50,0,0,PUT,24005.4,LOW_VOLATILITY,1,Accepted
2026-08-31 10:56:01,60,50,0,0,PUT,24006.1,LOW_VOLATILITY,1,Accepted
2026-08-31 10:56:02,60,50,0,0,PUT,24005.8,LOW_VOLATILITY,1,Accepted
2026-08-31 10:56:03,60,50,0,0,PUT,24005.75,LOW_VOLATILITY,1,Accepted
2026-08-31 10:56:04,60,50,0,0,PUT,24006.3,LOW_VOLATILITY,1,Accepted
2026-08-31 10:56:06,60,50,0,0,PUT,24004.85,LOW_VOLATILITY,1,Accepted
2026-08-31 10:56:07,60,50,0,0,PUT,24005,LOW_VOLATILITY,1,Accepted
2026-08-31 10:56:08,60,50,0,0,PUT,24005.15,LOW_VOLATILITY,1,Accepted
2026-08-31 10:56:09,60,50,0,0,PUT,24005.2,LOW_VOLATILITY,1,Accepted
2026-08-31 10:56:11,60,50,0,0,PUT,24005.3,LOW_VOLATILITY,1,Accepted
2026-08-31 10:56:12,60,50,0,0,PUT,24005.6,LOW_VOLATILITY,1,Accepted
2026-08-31 10:56:13,60,50,0,0,PUT,24005.15,LOW_VOLATILITY,1,Accepted
2026-08-31 10:56:15,60,50,0,0,PUT,24005.55,LOW_VOLATILITY,1,Accepted
2026-08-31 10:56:16,60,50,0,0,PUT,24004.5,LOW_VOLATILITY,1,Accepted
2026-08-31 10:56:17,60,50,0,0,PUT,24005.2,LOW_VOLATILITY,1,Accepted
2026-08-31 10:56:18,60,50,0,0,PUT,24004.95,LOW_VOLATILITY,1,Accepted
2026-08-31 10:56:19,60,50,0,0,PUT,24004.75,LOW_VOLATILITY,1,Accepted
2026-08-31 10:56:20,60,50,0,0,PUT,24005.05,LOW_VOLATILITY,1,Accepted
2026-08-31 10:56:21,60,50,0,0,PUT,24004.55,LOW_VOLATILITY,1,Accepted
2026-08-31 10:56:22,60,50,0,0,PUT,24003.35,LOW_VOLATILITY,1,Accepted
2026-08-31 10:56:24,60,50,0,0,PUT,24003.75,LOW_VOLATILITY,1,Accepted
2026-08-31 10:56:26,60,50,0,0,PUT,24002.5,LOW_VOLATILITY,1,Accepted
2026-08-31 10:56:27,60,50,0,0,PUT,24003.55,LOW_VOLATILITY,1,Accepted
2026-08-31 10:56:29,60,50,0,0,PUT,24005.25,LOW_VOLATILITY,1,Accepted
2026-08-31 10:56:30,60,50,0,0,PUT,24002.95,LOW_VOLATILITY,1,Accepted
2026-08-31 10:56:31,60,50,0,0,PUT,24002.9,LOW_VOLATILITY,1,Accepted
2026-08-31 10:56:32,60,50,0,0,PUT,24003.15,LOW_VOLATILITY,1,Accepted
2026-08-31 10:56:33,60,50,0,0,PUT,24002.85,LOW_VOLATILITY,1,Accepted
2026-08-31 10:56:34,60,50,0,0,PUT,24003.5,LOW_VOLATILITY,1,Accepted
2026-08-31 10:56:35,60,50,0,0,PUT,24003.1,LOW_VOLATILITY,1,Accepted
2026-08-31 10:56:36,60,50,0,0,PUT,24004.95,LOW_VOLATILITY,1,Accepted
2026-08-31 10:56:38,60,50,0,0,PUT,24004.2,LOW_VOLATILITY,1,Accepted
2026-08-31 10:56:39,60,50,0,0,PUT,24003.45,LOW_VOLATILITY,1,Accepted
2026-08-31 10:56:41,60,50,0,0,PUT,24002.65,LOW_VOLATILITY,1,Accepted
2026-08-31 10:56:42,60,50,0,0,PUT,24002.85,LOW_VOLATILITY,1,Accepted
2026-08-31 10:56:43,60,50,0,0,PUT,24002.45,LOW_VOLATILITY,1,Accepted
2026-08-31 10:56:44,60,50,0,0,PUT,24002.6,LOW_VOLATILITY,1,Accepted
2026-08-31 10:56:46,60,50,0,0,PUT,24002.15,LOW_VOLATILITY,1,Accepted
2026-08-31 10:56:47,60,50,0,0,PUT,24002.15,LOW_VOLATILITY,1,Accepted
2026-08-31 10:56:48,60,50,0,0,PUT,24001.4,LOW_VOLATILITY,1,Accepted
2026-08-31 10:56:49,60,50,0,0,PUT,24001.5,LOW_VOLATILITY,1,Accepted
2026-08-31 10:56:50,60,50,0,0,PUT,24002.45,LOW_VOLATILITY,1,Accepted
2026-08-31 10:56:51,60,50,0,0,PUT,24003.1,LOW_VOLATILITY,1,Accepted
2026-08-31 10:56:53,60,50,0,0,PUT,24002.75,LOW_VOLATILITY,1,Accepted
2026-08-31 10:56:54,60,50,0,0,PUT,24002.55,LOW_VOLATILITY,1,Accepted
2026-08-31 10:56:56,60,50,0,0,PUT,24002.4,LOW_VOLATILITY,1,Accepted
2026-08-31 10:56:58,60,50,0,0,PUT,24003.9,LOW_VOLATILITY,1,Accepted
2026-08-31 10:56:59,60,50,0,0,PUT,24006.2,LOW_VOLATILITY,1,Accepted
2026-08-31 10:57:00,60,50,0,0,PUT,24005.45,LOW_VOLATILITY,1,Accepted
2026-08-31 10:57:01,60,50,0,0,PUT,24005.6,LOW_VOLATILITY,1,Accepted
2026-08-31 10:57:02,60,50,0,0,PUT,24005.55,LOW_VOLATILITY,1,Accepted
2026-08-31 10:57:03,60,50,0,0,PUT,24005.1,LOW_VOLATILITY,1,Accepted
2026-08-31 10:57:04,60,50,0,0,PUT,24005.05,LOW_VOLATILITY,1,Accepted
2026-08-31 10:57:05,60,50,0,0,PUT,24005.5,LOW_VOLATILITY,1,Accepted
2026-08-31 10:57:07,60,50,0,0,PUT,24005.05,LOW_VOLATILITY,1,Accepted
2026-08-31 10:57:08,60,50,0,0,PUT,24007.65,LOW_VOLATILITY,1,Accepted
2026-08-31 10:57:09,60,50,0,0,PUT,24006.75,LOW_VOLATILITY,1,Accepted
2026-08-31 10:57:11,60,50,0,0,PUT,24008.55,LOW_VOLATILITY,1,Accepted
2026-08-31 10:57:13,60,50,0,0,PUT,24008.75,LOW_VOLATILITY,1,Accepted
2026-08-31 10:57:14,60,50,0,0,PUT,24008.05,LOW_VOLATILITY,1,Accepted
2026-08-31 10:57:15,60,50,0,0,PUT,24006.8,LOW_VOLATILITY,1,Accepted
2026-08-31 10:57:16,60,50,0,0,PUT,24006.85,LOW_VOLATILITY,1,Accepted
2026-08-31 10:57:17,60,50,0,0,PUT,24007.7,LOW_VOLATILITY,1,Accepted
2026-08-31 10:57:19,60,50,0,0,PUT,24007.45,LOW_VOLATILITY,1,Accepted
2026-08-31 10:57:20,60,50,0,0,PUT,24008.15,LOW_VOLATILITY,1,Accepted
2026-08-31 10:57:21,60,50,0,0,PUT,24007.05,LOW_VOLATILITY,1,Accepted
2026-08-31 10:57:22,60,50,0,0,PUT,24006.85,LOW_VOLATILITY,1,Accepted
2026-08-31 10:57:23,60,50,0,0,PUT,24007.6,LOW_VOLATILITY,1,Accepted
2026-08-31 10:57:24,60,50,0,0,PUT,24008.6,LOW_VOLATILITY,1,Accepted
2026-08-31 10:57:26,60,50,0,0,PUT,24007.75,LOW_VOLATILITY,1,Accepted
2026-08-31 10:57:27,60,50,0,0,PUT,24007.9,LOW_VOLATILITY,1,Accepted
2026-08-31 10:57:29,60,50,0,0,PUT,24012.25,LOW_VOLATILITY,1,Accepted
2026-08-31 10:57:30,60,50,0,0,PUT,24010.55,LOW_VOLATILITY,1,Accepted
2026-08-31 10:57:31,60,50,0,0,PUT,24009.8,LOW_VOLATILITY,1,Accepted
2026-08-31 10:57:32,60,50,0,0,PUT,24009.65,LOW_VOLATILITY,1,Accepted
2026-08-31 10:57:33,60,50,0,0,PUT,24009.6,LOW_VOLATILITY,1,Accepted
2026-08-31 10:57:34,60,50,0,0,PUT,24009.3,LOW_VOLATILITY,1,Accepted
2026-08-31 10:57:35,60,50,0,0,PUT,24009.25,LOW_VOLATILITY,1,Accepted
2026-08-31 10:57:37,60,50,0,0,PUT,24010.4,LOW_VOLATILITY,1,Accepted
2026-08-31 10:57:38,60,50,0,0,PUT,24010.1,LOW_VOLATILITY,1,Accepted
2026-08-31 10:57:39,60,50,0,0,PUT,24009.55,LOW_VOLATILITY,1,Accepted
2026-08-31 10:57:41,60,50,0,0,PUT,24008.35,LOW_VOLATILITY,1,Accepted
2026-08-31 10:57:43,60,50,0,0,PUT,24008.4,LOW_VOLATILITY,1,Accepted
2026-08-31 10:57:44,60,50,0,0,PUT,24008.35,LOW_VOLATILITY,1,Accepted
2026-08-31 10:57:45,60,50,0,0,PUT,24008.2,LOW_VOLATILITY,1,Accepted
2026-08-31 10:57:46,60,50,0,0,PUT,24007.75,LOW_VOLATILITY,1,Accepted
2026-08-31 10:57:47,60,50,0,0,PUT,24008,LOW_VOLATILITY,1,Accepted
2026-08-31 10:57:48,60,50,0,0,PUT,24008.2,LOW_VOLATILITY,1,Accepted
2026-08-31 10:57:50,60,50,0,0,PUT,24007.75,LOW_VOLATILITY,1,Accepted
2026-08-31 10:57:51,60,50,0,0,PUT,24008.95,LOW_VOLATILITY,1,Accepted
2026-08-31 10:57:52,60,50,0,0,PUT,24007.6,LOW_VOLATILITY,1,Accepted
2026-08-31 10:57:53,45,50,0,0,PUT,24007.5,LOW_VOLATILITY,1,Rejected
2026-08-31 10:57:54,45,50,0,0,PUT,24008.5,LOW_VOLATILITY,1,Rejected
2026-08-31 10:57:57,45,50,0,0,PUT,24008.5,LOW_VOLATILITY,1,Rejected
2026-08-31 10:57:58,45,50,0,0,PUT,24007,LOW_VOLATILITY,1,Rejected
2026-08-31 10:57:59,45,50,0,0,PUT,24008.1,LOW_VOLATILITY,1,Rejected
2026-08-31 10:58:00,45,50,0,0,PUT,24008.45,LOW_VOLATILITY,1,Rejected
2026-08-31 10:58:01,45,50,0,0,PUT,24008.05,LOW_VOLATILITY,1,Rejected
2026-08-31 10:58:03,45,50,0,0,PUT,24007.7,LOW_VOLATILITY,1,Rejected
2026-08-31 10:58:04,45,50,0,0,PUT,24008.15,LOW_VOLATILITY,1,Rejected
2026-08-31 10:58:05,45,50,0,0,PUT,24009.45,LOW_VOLATILITY,1,Rejected
2026-08-31 10:58:06,45,50,0,0,PUT,24009.8,LOW_VOLATILITY,1,Rejected
2026-08-31 10:58:07,45,50,0,0,PUT,24009.45,LOW_VOLATILITY,1,Rejected
2026-08-31 10:58:08,45,50,0,0,PUT,24010.15,LOW_VOLATILITY,1,Rejected
2026-08-31 10:58:09,45,50,0,0,PUT,24009.3,LOW_VOLATILITY,1,Rejected
2026-08-31 10:58:12,45,50,0,0,PUT,24008.6,LOW_VOLATILITY,1,Rejected
2026-08-31 10:58:13,45,50,0,0,PUT,24007.5,LOW_VOLATILITY,1,Rejected
2026-08-31 10:58:14,45,50,0,0,PUT,24008.1,LOW_VOLATILITY,1,Rejected
2026-08-31 10:58:15,45,50,0,0,PUT,24007.8,LOW_VOLATILITY,1,Rejected
2026-08-31 10:58:16,45,50,0,0,PUT,24008.7,LOW_VOLATILITY,1,Rejected
2026-08-31 10:58:17,45,50,0,0,PUT,24008.2,LOW_VOLATILITY,1,Rejected
2026-08-31 10:58:19,45,50,0,0,PUT,24007.95,LOW_VOLATILITY,1,Rejected
2026-08-31 10:58:20,45,50,0,0,PUT,24009.5,LOW_VOLATILITY,1,Rejected
2026-08-31 10:58:21,45,50,0,0,PUT,24009.45,LOW_VOLATILITY,1,Rejected
2026-08-31 10:58:22,45,50,0,0,PUT,24008.45,LOW_VOLATILITY,1,Rejected
2026-08-31 10:58:23,45,50,0,0,PUT,24008.7,LOW_VOLATILITY,1,Rejected
2026-08-31 10:58:24,45,50,0,0,PUT,24010.2,LOW_VOLATILITY,1,Rejected
2026-08-31 10:58:27,45,50,0,0,PUT,24010.15,LOW_VOLATILITY,1,Rejected
2026-08-31 10:58:28,45,50,0,0,PUT,24010.45,LOW_VOLATILITY,1,Rejected
2026-08-31 10:58:29,45,50,0,0,PUT,24010.75,LOW_VOLATILITY,1,Rejected
2026-08-31 10:58:30,45,50,0,0,PUT,24010.95,LOW_VOLATILITY,1,Rejected
2026-08-31 10:58:32,45,50,0,0,PUT,24010.45,LOW_VOLATILITY,1,Rejected
2026-08-31 10:58:33,45,50,0,0,PUT,24010.9,LOW_VOLATILITY,1,Rejected
2026-08-31 10:58:34,45,50,0,0,PUT,24011.35,LOW_VOLATILITY,1,Rejected
2026-08-31 10:58:35,45,50,0,0,PUT,24010.9,LOW_VOLATILITY,1,Rejected
2026-08-31 10:58:36,45,50,0,0,PUT,24010.65,LOW_VOLATILITY,1,Rejected
2026-08-31 10:58:37,45,50,0,0,PUT,24011.45,LOW_VOLATILITY,1,Rejected
2026-08-31 10:58:38,45,50,0,0,PUT,24010.75,LOW_VOLATILITY,1,Rejected
2026-08-31 10:58:40,45,50,0,0,PUT,24011.2,LOW_VOLATILITY,1,Rejected
2026-08-31 10:58:42,45,50,0,0,PUT,24011.5,LOW_VOLATILITY,1,Rejected
2026-08-31 10:58:43,45,50,0,0,PUT,24011.55,LOW_VOLATILITY,1,Rejected
2026-08-31 10:58:44,45,50,0,0,PUT,24011.55,LOW_VOLATILITY,1,Rejected
2026-08-31 10:58:46,45,50,0,0,PUT,24010.65,LOW_VOLATILITY,1,Rejected
2026-08-31 10:58:47,45,50,0,0,PUT,24010.25,LOW_VOLATILITY,1,Rejected
2026-08-31 10:58:48,45,50,0,0,PUT,24011.4,LOW_VOLATILITY,1,Rejected
2026-08-31 10:58:49,45,50,0,0,PUT,24011.75,LOW_VOLATILITY,1,Rejected
2026-08-31 10:58:50,45,50,0,0,PUT,24011.15,LOW_VOLATILITY,1,Rejected
2026-08-31 11:03:51,35,30,0,0,CALL,24009.9,LOW_VOLATILITY,1,Rejected
2026-08-31 11:04:52,35,30,0,0,CALL,24010.35,LOW_VOLATILITY,1,Rejected
2026-08-31 11:05:52,35,30,0,0,CALL,24009.6,LOW_VOLATILITY,1,Rejected
2026-08-31 11:06:52,35,30,0,0,CALL,24003.45,LOW_VOLATILITY,1,Rejected
2026-08-31 11:07:52,45,30,0,0,PUT,23999.85,LOW_VOLATILITY,1,Rejected
2026-08-31 11:08:53,45,30,0,0,PUT,23999.6,LOW_VOLATILITY,1,Rejected
2026-08-31 11:09:53,45,30,0,0,PUT,23996.75,LOW_VOLATILITY,1,Rejected
2026-08-31 11:10:53,45,30,0,0,PUT,23998.05,LOW_VOLATILITY,1,Rejected
